0	1	2	3
chr19	38100000	38250000	early
chr19	38550000	38800000	early
chr19	39350000	39700000	latemid
chr19	40750000	41100000	earlymid
chr19	41600000	41800000	early
chr19	43050000	43200000	latemid
chr19	43950000	44100000	early
chr19	44500000	44650000	early
chr19	44750000	44800000	early
chr19	45150000	45250000	early
chr19	45550000	45700000	early
chr19	46150000	46300000	early
chr19	48450000	51300000	late
chr19	51450000	52050000	late
chr19	52100000	52350000	late
chr19	53400000	53600000	early
chr19	54600000	54750000	late
chr19	55300000	55550000	earlymid
chr19	56100000	56200000	latemid
chr19	56750000	57350000	early
chr19	58100000	58900000	latemid
chr19	58950000	59050000	latemid
chr19	59250000	59350000	latemid
chr19	59550000	59900000	latemid
chr19	60900000	61150000	early
